MD,Incl.,Azim.,Sub-Sea,TVD,Local N Coord,Local E Coord,Global N Coord,Global E Coord,Dogleg,Vertical Section,Body_OD,Body_ID,Body_AvgJointLength,Stabilizer_Length,Stabilizer_OD,Stabilizer_ID,Weight,Coefficient of Friction,Minimum Yield Stress
1440.000  ,89.004    ,322.249   ,535.171   ,517.681    ,759.365    ,-724.148   ,5235346.385  ,9497287.242  ,0.009  ,1049.14  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1450.000  ,89.004    ,322.249   ,535.345   ,517.855    ,767.270    ,-730.269   ,5235354.290  ,9497281.121  ,0.000  ,1059.10  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1460.000  ,88.998    ,322.250   ,535.520   ,518.030    ,775.176    ,-736.390   ,5235362.196  ,9497275.000  ,0.018  ,1069.06  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1470.000  ,88.995    ,322.250   ,535.695   ,518.205    ,783.082    ,-742.511   ,5235370.102  ,9497268.879  ,0.009  ,1079.03  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1480.000  ,88.995    ,322.250   ,535.870   ,518.380    ,790.987    ,-748.633   ,5235378.007  ,9497262.757  ,0.000  ,1088.99  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1490.000  ,88.989    ,322.250   ,536.047   ,518.557    ,798.893    ,-754.754   ,5235385.913  ,9497256.636  ,0.018  ,1098.95  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1500.000  ,88.986    ,322.250   ,536.223   ,518.733    ,806.798    ,-760.875   ,5235393.818  ,9497250.515  ,0.009  ,1108.91  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1510.000  ,88.986    ,322.250   ,536.400   ,518.910    ,814.704    ,-766.997   ,5235401.724  ,9497244.393  ,0.000  ,1118.87  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1520.000  ,88.980    ,322.250   ,536.578   ,519.088    ,822.610    ,-773.118   ,5235409.630  ,9497238.272  ,0.018  ,1128.83  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1530.000  ,88.977    ,322.250   ,536.756   ,519.266    ,830.515    ,-779.239   ,5235417.535  ,9497232.151  ,0.009  ,1138.80  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1540.000  ,88.977    ,322.250   ,536.935   ,519.445    ,838.421    ,-785.360   ,5235425.441  ,9497226.030  ,0.000  ,1148.76  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1550.000  ,88.971    ,322.250   ,537.115   ,519.625    ,846.327    ,-791.481   ,5235433.347  ,9497219.909  ,0.018  ,1158.72  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1560.000  ,88.968    ,322.250   ,537.294   ,519.804    ,854.232    ,-797.603   ,5235441.252  ,9497213.787  ,0.009  ,1168.68  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1570.000  ,88.968    ,322.250   ,537.475   ,519.985    ,862.138    ,-803.724   ,5235449.158  ,9497207.666  ,0.000  ,1178.64  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1580.000  ,88.962    ,322.250   ,537.656   ,520.166    ,870.043    ,-809.845   ,5235457.063  ,9497201.545  ,0.018  ,1188.61  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1590.000  ,88.959    ,322.250   ,537.837   ,520.347    ,877.949    ,-815.966   ,5235464.969  ,9497195.424  ,0.009  ,1198.57  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1600.000  ,88.959    ,322.250   ,538.019   ,520.529    ,885.854    ,-822.087   ,5235472.874  ,9497189.303  ,0.000  ,1208.53  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1610.000  ,88.953    ,322.250   ,538.201   ,520.711    ,893.760    ,-828.209   ,5235480.780  ,9497183.181  ,0.018  ,1218.49  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1620.000  ,88.950    ,322.250   ,538.384   ,520.894    ,901.666    ,-834.330   ,5235488.686  ,9497177.060  ,0.009  ,1228.45  ,120.65,31.75,1.5,0.469,117.48,53.98,71.6,0.3,110
1630.000  ,88.950    ,322.250   ,538.568   ,521.078    ,909.571    ,-840.451   ,5235496.591  ,9497170.939  ,0.000  ,1238.42  ,120.65,40.64,10.5,0.469,117.48,53.98,85.87,0.3,110
1640.000  ,88.944    ,322.250   ,538.752   ,521.262    ,917.477    ,-846.572   ,5235504.497  ,9497164.818  ,0.018  ,1248.38  ,120.65,40.64,9.5,0.469,117.48,53.98,85.87,0.3,110
1650.000  ,88.941    ,322.250   ,538.936   ,521.446    ,925.382    ,-852.693   ,5235512.402  ,9497158.697  ,0.009  ,1258.34  ,120.65,63.5,7,0.469,117.48,53.98,57.37,0.3,110
